GameName,Properties,Format,Time,Discrete,Turns,Alternating,Stochastic,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,NumPlayers,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,RectangleShape,SpiralShape,CircleShape,RegularShape,PolygonShape,Tiling,SquareTiling,MorrisTiling,CircleTiling,ConcentricTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Region_x,PlayableSites,Vertex,Cell,Edge,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,Hand,NumContainers,NumPlayableSites,Component,Piece,PieceValue,PieceDirection,Dice,NumComponentsType,NumComponentsTypePerPlayer,NumDice,Rules,Meta,Repetition,PositionalSuperko,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,NumStartComponentsBoard,NumStartComponentsHand,NumStartComponents,Play,Moves,MovesDecision,NoSiteMoves,BetDecision,VoteDecision,VoteDecisionFrequency,PassDecision,PassDecisionFrequency,ProposeDecision,ProposeDecisionFrequency,SingleSiteMoves,AddDecision,AddDecisionFrequency,PromotionDecision,PromotionDecisionFrequency,RemoveDecision,RemoveDecisionFrequency,TwoSitesMoves,StepDecision,StepDecisionFrequency,StepDecisionToEmpty,StepDecisionToEmptyFrequency,StepDecisionToFriend,StepDecisionToFriendFrequency,StepDecisionToEnemy,StepDecisionToEnemyFrequency,SlideDecision,SlideDecisionFrequency,SlideDecisionToEmpty,SlideDecisionToEmptyFrequency,SlideDecisionToEnemy,SlideDecisionToEnemyFrequency,LeapDecision,LeapDecisionFrequency,LeapDecisionToEmpty,LeapDecisionToEmptyFrequency,LeapDecisionToEnemy,LeapDecisionToEnemyFrequency,HopDecision,HopDecisionFrequency,HopDecisionMoreThanOne,HopDecisionMoreThanOneFrequency,HopDecisionEnemyToEmpty,HopDecisionEnemyToEmptyFrequency,HopDecisionFriendToEmpty,HopDecisionFriendToEmptyFrequency,HopDecisionEnemyToEnemy,HopDecisionEnemyToEnemyFrequency,HopDecisionFriendToEnemy,HopDecisionFriendToEnemyFrequency,FromToDecision,FromToDecisionFrequency,FromToDecisionWithinBoardFrequency,FromToDecisionBetweenContainersFrequency,FromToDecisionEmpty,FromToDecisionEmptyFrequency,FromToDecisionEnemy,FromToDecisionEnemyFrequency,FromToDecisionFriend,FromToDecisionFriendFrequency,SwapPiecesDecision,MovesNonDecision,MovesEffects,PassEffect,Roll,RollFrequency,AddEffect,AddEffectFrequency,Sow,SowFrequency,SowWithEffect,SowCapture,SowCaptureFrequency,SowRemove,SowRemoveFrequency,SowBacktracking,SowBacktrackingFrequency,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,PromotionEffect,PromotionEffectFrequency,RemoveEffect,RemoveEffectFrequency,Flip,SetMove,SetNextPlayerFrequency,MoveAgain,MoveAgainFrequency,SetValue,SetValueFrequency,SetCount,SetCountFrequency,StepEffect,SlideEffect,HopEffect,FromToEffect,MovesOperators,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,Capture,ReplacementCapture,ReplacementCaptureFrequency,HopCapture,HopCaptureFrequency,HopCaptureMoreThanOne,HopCaptureMoreThanOneFrequency,DirectionCapture,DirectionCaptureFrequency,EncloseCapture,EncloseCaptureFrequency,CustodialCapture,CustodialCaptureFrequency,InterveneCapture,InterveneCaptureFrequency,SurroundCapture,SurroundCaptureFrequency,CaptureSequence,CaptureSequenceFrequency,Conditions,SpaceConditions,Line,Contains,Pattern,Territory,Fill,Distance,MoveConditions,NoMoves,NoMovesMover,NoMovesNext,CanMove,CanNotMove,PieceConditions,NoPiece,NoPieceMover,NoPieceNext,NoTargetPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,CountPiecesComparison,CountPiecesMoverComparison,CountPiecesNextComparison,ProgressCheck,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Phase,NumPlayPhase,Scoring,PieceCount,SumDice,End,SpaceEnd,LineEnd,LineEndFrequency,LineWin,LineWinFrequency,TerritoryEnd,TerritoryEndFrequency,TerritoryWin,TerritoryWinFrequency,CaptureEnd,Checkmate,CheckmateFrequency,CheckmateWin,CheckmateWinFrequency,NoTargetPieceEnd,NoTargetPieceEndFrequency,NoTargetPieceWin,NoTargetPieceWinFrequency,EliminatePiecesEnd,EliminatePiecesEndFrequency,EliminatePiecesWin,EliminatePiecesWinFrequency,EliminatePiecesDraw,EliminatePiecesDrawFrequency,RaceEnd,NoOwnPiecesEnd,NoOwnPiecesEndFrequency,NoOwnPiecesWin,NoOwnPiecesWinFrequency,NoOwnPiecesLoss,NoOwnPiecesLossFrequency,FillEnd,FillEndFrequency,FillWin,FillWinFrequency,ReachEnd,ReachEndFrequency,ReachWin,ReachWinFrequency,ReachDraw,ReachDrawFrequency,ScoringEnd,ScoringEndFrequency,ScoringWin,ScoringWinFrequency,ScoringDraw,NoMovesEnd,NoMovesEndFrequency,NoMovesWin,NoMovesWinFrequency,NoMovesLoss,NoMovesLossFrequency,NoMovesDraw,NoMovesDrawFrequency,NoProgressEnd,NoProgressEndFrequency,NoProgressDraw,NoProgressDrawFrequency,Draw,DrawFrequency,Misere,DurationTurns,DecisionMoves,BoardCoverageDefault,AdvantageP1,Balance,Completion,Drawishness,Timeouts,BoardSitesOccupiedAverage,BranchingFactorAverage,DecisionFactorAverage,PieceNumberAverage,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,KingComponent,QueenComponent,KnightComponent,RookComponent,BishopComponent,PawnComponent,FairyChessComponent,ShogiComponent,XiangqiComponent,StrategoComponent,JanggiComponent,CheckersComponent,TaflComponent,DiscComponent,MarkerComponent,StackType,Stack,Symbols,Implementation,State,StateType,StackState,PieceState,SiteState,SetSiteState,VisitedSites,Variable,SetVar,RememberValues,ForgetValues,SetPending,InternalCounter,SetInternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,Trigger,PlayoutsPerSecond,MovesPerSecond,OutcomeUniformity,AlquerqueBoard,AlquerqueBoardWithOneTriangle,AlquerqueBoardWithTwoTriangles,AlquerqueBoardWithFourTriangles,AlquerqueBoardWithEightTriangles,NineMensMorrisBoard,ThreeMensMorrisBoard,ThreeMensMorrisBoardWithTwoTriangles,StarBoard,CrossBoard,KintsBoard,PachisiBoard,FortyStonesWithFourGapsBoard,DiceD2,DiceD4,DiceD6,PlayersWithDirections,DurationTurnsStdDev,DurationTurnsNotTimeouts,NumStartComponentsBoardPerPlayer,NumStartComponentsHandPerPlayer,NumStartComponentsPerPlayer,IsPieceAt,Category,Region,OriginYear,BestAgent,UCT
Senet,1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,30,10,3,4,5.53,3.13,2.4,5.53,22,8,1,73,30,44,22,10,10,3,3,2,4,0,2,1,4,33,1,1,0,0,1,3,1,1,1,0,0,0,1,1,0,20,1,21,1,1,1,1,0,0,0,1,0.33,0,0,1,0,0,0,0,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0,0,0.52,0,0.08,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.31,0.54,0.99,0.83,0.33,0.95,0.05,0,0.21,2.47,3.73,6.45,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1386.25,169562.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.94,96.31,10,0.5,10.5,0,Race,Northern Africa,-2970,Progressive History,64
Ludus Latrunculorum,1,1,1,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,64,8,8,4,6.56,3.5,3.06,6.56,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,3,66,1,1,0,0,0,2,1,0,1,1,1,1,1,0,1,0,32,32,1,1,1,1,0,0,0,1,0.04,0,0,1,0,0,0,0,1,0.01,1,1,0.74,1,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0.2,0,0.1,0,0.1,0,0,0,0,1,0,0,0.01,0,0.01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,2296.3,1,1,0.4,0.8,0.4,0.6,0.6,0.29,26.06,26.06,18.65,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,12.64,34012.46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.76,1990.75,0,16,16,0,War,Northern Africa,-180,Alpha-Beta,43
XII Scripta,1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,36,12,3,4,5.39,3.17,2.22,3.17,26,10,1,57,20,36,26,12,12,3,3,2,4,0,2,1,4,43,1,1,0,0,1,5,1,3,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.74,0.32,1,0.79,0,0.13,1,0.18,0,1,1,0,1,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,1,0.53,1,0.53,0,0,1,0.01,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.86,0.98,1,0.58,0.84,1,0,0,0.32,16.32,16.67,16.43,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,136.95,67498.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56.68,277.86,0,0,0,0,Race,Northern Africa,-100,Alpha-Beta,41
Mehen,1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,88,86,86,56,1.98,1.98,0,1.98,88,0,1,87,0,88,88,1,1,1,1,1,52,15,2,1,4,96,1,1,0,0,1,10,3,4,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.82,0.01,0,0.84,0,0,0,0,0,1,1,0,1,1,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.91,1,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,1176.48,0.8,1,0.55,0.91,0.91,0.09,0.09,0.11,3.5,4.1,9.83,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,67.41,113281.99,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471.77,1045.58,0,0,0,0,War,Northern Africa,-3300,MAST,53
20 Squares,1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,20,12,3,6,3.9,2.5,1.4,3.9,18,2,1,55,20,36,18,4,4,1,3,1,5,3,2,1,4,24,1,1,0,0,1,4,1,2,1,0,0,0,1,0,1,0,16,16,1,1,1,0,0,0,0,0,0.21,0,0,1,0,0,0,0,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41,0.37,0,0.63,0,0.12,0,0.08,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,1,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.28,0.48,0.89,0.44,0.88,1,0,0,0.26,1.81,2.67,5.17,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1243.52,160423.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.06,76.28,0,8,8,0,Race,Northern Africa,-2300,MAST,72
58 Holes,1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,59,13,24,27,1.97,1.97,0,1.97,59,0,1,58,0,59,59,3,4,15,15,1,8,26,2,1,4,65,1,1,0,0,1,6,1,4,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0.08,0,0,1,0,0,0,0,1,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.81,0.06,0,0.87,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.16,0.83,0.92,0.6,0.8,1,0,0,0.13,3.06,3.47,7.39,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,810.74,162021.16,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.75,142.16,0,0,0,0,Race,Northern Africa,-2200,MC-GRAVE,54
Adugo,1,1,1,1,1,1,0,1,1,1,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31,5,7,7,4.52,4.26,0.26,4.26,21,10,1,66,36,31,21,5,3,6,6,1,6,1,3,0,1,31,1,1,0,0,0,2,1,0,1,0,0,0,1,1,0,15,0,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,1,0.53,0,0,0,0,0,0,0,0,0,0.47,0,1790.39,1,1,0.77,0.47,0.53,0.47,0.47,0.1,3.98,4,2.96,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,873.99,353957.6,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.14,1161.11,7.5,0,7.5,0,Hunt,South America,2004,Alpha-Beta,55.5
Baghchal,1,1,1,1,1,1,0,1,1,1,1,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,57,5,5,4,4.48,4.48,0,4.48,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,1,2,58,1,1,0,0,0,2,1,0,1,0,0,0,1,1,1,4,20,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0.05,1,0.05,0,0,0,0,0,0,1,0,0,0.15,0,0.15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,141.29,1,1,0.01,0.02,1,0,0,0.46,12.33,12.34,11.53,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,771.16,249125.53,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.77,141.29,2,10,12,0,Hunt,Eastern Asia,1933,Alpha-Beta,47.5
Diviyan Keliya,1,1,1,1,1,1,0,1,1,1,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,97,9,9,16,4.57,3.92,0.65,3.92,36,13,1,96,48,49,36,3,3,3,3,1,12,4,3,1,3,99,1,1,0,0,0,2,1,0,1,0,0,0,1,0,1,0,26,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0.03,1,0.03,0,0,0,0,0,0,1,0,0,0.06,0,0.06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,491.18,0.99,0.99,0.98,0.04,1,0,0,0.22,14.8,14.87,10.63,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,404.13,295879.89,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.16,491.18,0,13,13,0,Hunt,Southern Asia,1909,Alpha-Beta,49
